"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5756519";"";"None";"527.52";"1";"2.96";"BDBM457113";"C[C@@]12CN(C(=O)OCc3ccc(OC(F)(F)F)cc3)C[C@H]1CN(C(=O)c1ccc(S(N)(=O)=O)cc1)C2";"IC50";"'='";"95.0";"nM";"7.02";"";"942723";"UO_0000065";"13.31";"0.27";"4.06";"5.89";"0";"CHEMBL5735601";"Inhibition Assay: CA-II: Assay working solutions were made as follows:Assay buffer: 50 mM MOPS, 33 mM Na2SO4, 1 mM EDTA, 0.5 mg/ml BSA, pH 7.5;  Enzyme solution: hCA-II (human, full length) stock solution (1.0 mg/mL in 20 mM HEPES, 50 mM NaCl, pH 7.4), diluted to 2133× final concentration in assay buffer;4-NPA substrate solution: 4-NPA substrate stock solution (250 mM in DMSO, stored at −20° C.), diluted to 50× final concentration in deionized water.Test compounds (10 mM stock in DMSO, 100 μL) were obtained in 96-well sample plates (Corning Costar #3655) and diluted to 0.5 mM. Column-wise serial dilutions were made by transferring 20 μL compound solutions to the next column, from column 3 up to 22. After this, 1.2 μL were transferred to 384 well assay plates (Corning Costar #3701). Then 30 μL of 16 nM hCA II solution was added (8 nM final concentration), mixed five times. 30 μL of 4-NPA substrate solution was added (2.5 mM final concentration), mixed five times. Absorbance at 340 nm was then measured immediately as time zero. The assay plates were incubated at room temperature for 1 hour and then measured as time 1 hour.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727886";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"95.0"
"CHEMBL5955489";"";"None";"525.48";"1";"2.68";"BDBM442722";"NS(=O)(=O)c1ccc(C(=O)N2CC3=C(CN(C(=O)/C=C/c4ccc(OC(F)(F)F)cc4)C3)C2)c(F)c1";"IC50";"'='";"1.0";"nM";"9.00";"";"901468";"UO_0000065";"17.13";"0.34";"6.32";"8.18";"0";"CHEMBL5735161";"Enzyme Inhibition Assay: ATX inhibition was measured by a fluorescence quenching assay using a specifically labeled substrate analogue (MR121 substrate). To obtain this MR121 substrate, BOC and TBS protected 6-amino-hexanoic acid (R)-3-({2-[3-(2-{2-[2-(2-amino-ethoxy)-ethoxy]-ethoxy}-ethoxy)-propionylamino]-ethoxy}-hydroxy-phosphoryloxy)-2-hydroxy-propyl ester (Ferguson et al., Org Lett 2006, 8 (10), 2023) was labeled with MR121 fluorophore (CAS 185308-24-1, 1-(3-carboxypropyl)-11-ethyl-1,2,3,4,8,9,10,11-octahydro-dipyrido[3,2-b:2′,3′-i]phenoxazin-13-ium) on the free amine of the ethanolamine side and then, after deprotection, subsequently with tryptophan on the side of the aminohexanoic acid.Assay working solutions were made as follows:Assay buffer (50 mM Tris-HCl, 140 mM NaCl, 5 mM KCl, 1 mM CaCl2, 1 mM MgCl2, 0.01% Triton-X-100, pH 8.0;ATX solution: ATX (human His-tagged) stock solution (1.08 mg/mL in 20 mM bicine, pH 8.5, 0.15 M NaCl, 10% glycerol, 0.3% CHAPS, 0.02% NaN3), diluted to 1.4-2.5× final concentration in assay buffer;";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727698";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"1.0"
"CHEMBL5955489";"";"None";"525.48";"1";"2.68";"BDBM442722";"NS(=O)(=O)c1ccc(C(=O)N2CC3=C(CN(C(=O)/C=C/c4ccc(OC(F)(F)F)cc4)C3)C2)c(F)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"901470";"UO_0000065";"15.98";"0.32";"5.72";"7.63";"0";"CHEMBL5735161";"Enzyme Inhibition Assay: ATX inhibition was measured by a fluorescence quenching assay using a specifically labeled substrate analogue (MR121 substrate). To obtain this MR121 substrate, BOC and TBS protected 6-amino-hexanoic acid (R)-3-({2-[3-(2-{2-[2-(2-amino-ethoxy)-ethoxy]-ethoxy}-ethoxy)-propionylamino]-ethoxy}-hydroxy-phosphoryloxy)-2-hydroxy-propyl ester (Ferguson et al., Org Lett 2006, 8 (10), 2023) was labeled with MR121 fluorophore (CAS 185308-24-1, 1-(3-carboxypropyl)-11-ethyl-1,2,3,4,8,9,10,11-octahydro-dipyrido[3,2-b:2′,3′-i]phenoxazin-13-ium) on the free amine of the ethanolamine side and then, after deprotection, subsequently with tryptophan on the side of the aminohexanoic acid.Assay working solutions were made as follows:Assay buffer (50 mM Tris-HCl, 140 mM NaCl, 5 mM KCl, 1 mM CaCl2, 1 mM MgCl2, 0.01% Triton-X-100, pH 8.0;ATX solution: ATX (human His-tagged) stock solution (1.08 mg/mL in 20 mM bicine, pH 8.5, 0.15 M NaCl, 10% glycerol, 0.3% CHAPS, 0.02% NaN3), diluted to 1.4-2.5× final concentration in assay buffer;";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727698";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"4.0"
"CHEMBL4857605";"";"None";"546.60";"1";"4.57";"18c";"NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1";"IC50";"'='";"241.5";"nM";"6.62";"";"";"UO_0000065";"12.11";"0.24";"2.05";"5.42";"0";"CHEMBL4815792";"Inhibition of human carbonic anhydrase 2 using p-nitrophenyl acetate as substrate by UV-VIS spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813962";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"INHIBITOR";"";"241.5"
"CHEMBL2408084";"";"None";"556.08";"2";"6.89";"5k";"Cc1cc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)no1";"IC50";"'='";"173.0";"nM";"6.76";"";"";"UO_0000065";"12.16";"0.24";"-0.13";"5.89";"0";"CHEMBL2411710";"Inhibition of human recombinant CA2 using 4-nitrophenylacetate as substrate preincubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407072";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.173"
"CHEMBL2408086";"";"None";"376.82";"0";"3.15";"5m";"Cc1ccc2oc(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)c(Cl)c2c1";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"18.72";"0.39";"3.91";"6.87";"0";"CHEMBL2411710";"Inhibition of human recombinant CA2 using 4-nitrophenylacetate as substrate preincubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407072";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.088"
"CHEMBL4764100";"";"None";"388.54";"0";"0.54";"3a";"CN1CCN(C(=S)SCC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"19.44";"0.43";"7.01";"7.89";"0";"CHEMBL4687105";"Inhibition of human erythrocyte CA2 using 4-nitrophenyl acetate as substrate by spectrophotometry";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4680258";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.027999999999999997"
"CHEMBL4859439";"";"None";"512.57";"1";"4.19";"170b";"Cc1ncc([N+](=O)[O-])n1CCOc1cccc(/C=N\c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"13.76";"0.28";"2.86";"4.98";"0";"CHEMBL4814668";"Inhibition of recombinant human carbonic anhydrase 2 preincubated with enzyme for 15 mins by phenol red dye based stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813920";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"89.0"
"CHEMBL4870827";"";"None";"471.50";"0";"2.10";"170e";"Cc1ncc([N+](=O)[O-])n1CCOc1ccc(/C=N\c2ccc(S(=O)(=O)NC(=N)N)cc2)cc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"15.17";"0.30";"5.05";"4.01";"0";"CHEMBL4814668";"Inhibition of recombinant human carbonic anhydrase 2 preincubated with enzyme for 15 mins by phenol red dye based stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813920";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 0.25 hr";"INHIBITOR";"";"70.0"
"CHEMBL5174251";"";"None";"711.60";"2";"5.37";"76a";"O=c1cc(Cn2c[n+](CCCCn3c[n+](Cc4cc(=O)oc5cc(O)ccc45)c4ccccc43)c3ccccc32)c2ccc(O)cc2o1.[Cl-].[Cl-]";"IC50";"'='";"94000.0";"nM";"4.03";"";"";"UO_0000065";"6.29";"0.11";"-1.34";"3.40";"0";"CHEMBL5126952";"Inhibition of human carbonic anhydrase-2 by stopped flow CO2 hydrase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126506";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"94.0"
"CHEMBL5194812";"";"None";"468.94";"0";"4.99";"77";"O=c1cc(C[n+]2cn(Cc3ccc4ccccc4c3)c3ccccc32)c2ccc(O)cc2o1.[Cl-]";"IC50";"'='";"6010.0";"nM";"5.22";"";"";"UO_0000065";"12.04";"0.22";"0.23";"8.81";"0";"CHEMBL5126952";"Inhibition of human carbonic anhydrase-2 by stopped flow CO2 hydrase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5126506";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"";"INHIBITOR";"";"6.01"
"CHEMBL322014";"";"None";"274.37";"0";"1.64";"11c";"CCCNCc1cc2cc(S(N)(=O)=O)oc2s1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"29.51";"0.65";"6.46";"9.49";"0";"CHEMBL656568";"Inhibition of human erythrocyte carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125519";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"8E-9"
"CHEMBL4463041";"";"None";"333.43";"0";"3.75";"1t";"CN(C)S(=O)(=O)Oc1ccc(-c2ccc3sccc3c2)cc1";"IC50";"'='";"5820.0";"nM";"5.24";"";"";"UO_0000065";"15.70";"0.32";"1.49";"11.23";"0";"CHEMBL4396670";"Inhibition of human recombinant N-HA-tagged carbonic anhydrase 2 expressed in HEK293T cells using p-nitrophenyl acetate as substrate measured after 30 mins by colorimetric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4393733";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";"";"5.82"
"CHEMBL4862901";"";"None";"578.12";"1";"2.74";"TAK-981";"Cc1sc(C(=O)c2cncnc2N[C@@H]2C[C@H](COS(N)(=O)=O)[C@@H](O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21";"IC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"13.32";"0.28";"4.96";"4.92";"0";"CHEMBL4835022";"Inhibition of recombinant human CA2 expressed in Escherichia coli using fluorescein diacetate as substrate at pH 3.5 by fluorometric esterase assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4834402";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"0.02"
"CHEMBL5090536";"";"None";"404.44";"0";"-1.70";"8i";"CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"16.80";"0.34";"8.50";"4.04";"0";"CHEMBL5032271";"Inhibition of recombinant human CA2 using 4-nitrophenylacetate as substrate by esterase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5030561";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"INHIBITOR";"";"0.16"
"CHEMBL5094148";"";"None";"375.40";"0";"-2.52";"18a";"CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.44";"0.38";"9.44";"3.97";"0";"CHEMBL5032271";"Inhibition of recombinant human CA2 using 4-nitrophenylacetate as substrate by esterase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5030561";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"INHIBITOR";"";"0.12"
"CHEMBL734";"ACETOHYDROXAMIC ACID";"4.0";"75.07";"0";"-0.49";"185";"CC(=O)NO";"IC50";"'='";"47000.0";"nM";"4.33";"";"";"UO_0000065";"57.65";"1.18";"4.82";"8.77";"1";"CHEMBL2208626";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203023";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"47.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"98.3";"nM";"7.01";"";"";"UO_0000065";"31.53";"0.74";"7.87";"6.09";"0";"CHEMBL928734";"Inhibition of human carbonic anhydrase 2 in presence of 10 mM beta-mercaptoethanol";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141531";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"98.3"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"34.3";"nM";"7.46";"";"";"UO_0000065";"33.59";"0.78";"8.32";"6.49";"0";"CHEMBL928740";"Inhibition of human carbonic anhydrase 2 in presence of 0.05 mM tris-(carboxyethyl)-phosphine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141531";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"34.3"
"CHEMBL2172745";"";"None";"364.29";"0";"2.10";"21, JS-294";"O=C(NCCNC(=O)P(=O)(O)O)c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"17.06";"0.34";"4.11";"4.97";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.61"
"CHEMBL2170080";"";"None";"442.43";"0";"2.81";"19, JS-389";"O=C(NCCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"14.71";"0.31";"3.70";"4.58";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.31"
"CHEMBL2170079";"";"None";"428.40";"0";"2.42";"18, JS-343";"O=C(NCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"16.34";"0.34";"4.58";"4.93";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"0.1"
"CHEMBL1801472";"";"None";"222.18";"0";"-0.03";"13, Ch-112, PYRCPO";"O=C(NCCN1CCCC1)P(=O)(O)O";"IC50";"'='";"9660.0";"nM";"5.01";"";"";"UO_0000065";"22.57";"0.49";"5.05";"5.58";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"9.66"
"CHEMBL2172749";"";"None";"416.35";"0";"3.72";"11, Bin-3";"CCOP(=O)(OCC)C(=O)NCCCCNC(=O)P(=O)(OCC)OCC";"IC50";"'='";"9590.0";"nM";"5.02";"";"";"UO_0000065";"12.05";"0.26";"1.30";"3.88";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"9.59"
"CHEMBL2172748";"";"None";"304.13";"1";"-0.46";"10, Bin-19";"O=C(NCCCCNC(=O)P(=O)(O)O)P(=O)(O)O";"IC50";"'='";"8820.0";"nM";"5.05";"";"";"UO_0000065";"16.62";"0.38";"5.51";"2.92";"0";"CHEMBL2173731";"Inhibition of human Carbonic anhydrase 2-mediated CO2 hydration by stopped-flow method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169810";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"8.82"
"CHEMBL2019149";"";"None";"301.73";"0";"3.70";"16";"COc1ccc2c(=O)c(-c3ccc(Cl)cc3)c(N)oc2c1";"IC50";"'='";"36700.0";"nM";"4.43";"";"";"UO_0000065";"14.70";"0.29";"0.74";"6.78";"0";"CHEMBL2019838";"Inhibition of cytosolic human carbonic anhydrase 2 preincubated for 15 mins by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016452";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";"36.7"
"CHEMBL4177384";"";"None";"416.46";"0";"4.79";"8";"O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)S/C(=N/c2ccccc2)N1Cc1ccncc1";"IC50";"'='";"14440.0";"nM";"4.84";"";"";"UO_0000065";"11.62";"0.22";"0.05";"5.46";"0";"CHEMBL4146326";"Inhibition of human carbonic anhydrase 2 using 4-NPA as substrate after 3 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145457";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"14.44"
"CHEMBL4741442";"";"None";"402.27";"0";"1.42";"9; ZK-304709";"C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br";"IC50";"'='";"514.0";"nM";"6.29";"";"";"UO_0000065";"15.63";"0.37";"4.87";"4.83";"0";"CHEMBL5123389";"Inhibition of recombinant human CA-II using 4-nitrophenylacetate as substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5120846";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";"";"514.0"
"CHEMBL4105008";"";"None";"469.98";"1";"5.44";"1";"O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccccc2Cl)o1";"IC50";"'='";"0.15";"nM";"9.82";"";"";"UO_0000065";"20.90";"0.43";"4.38";"10.63";"0";"CHEMBL4035707";"Inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by bromine thymol blue indicator based assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033689";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.15"
"CHEMBL4100496";"";"None";"469.98";"1";"5.44";"3";"O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2)o1";"IC50";"'='";"0.19";"nM";"9.72";"";"";"UO_0000065";"20.68";"0.43";"4.28";"10.52";"0";"CHEMBL4035707";"Inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by bromine thymol blue indicator based assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033689";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.19"
"CHEMBL543798";"";"None";"400.98";"0";"1.75";"44";"COCCOCCCNCc1cc2cc(S(N)(=O)=O)sc2s1.Cl";"IC50";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"22.46";"0.51";"6.44";"9.03";"0";"CHEMBL656579";"In vitro inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125927";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"6.5E-9"
"CHEMBL4075535";"";"None";"514.43";"2";"5.55";"7";"O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Br)cc2)o1";"IC50";"'='";"0.41";"nM";"9.39";"";"";"UO_0000065";"18.25";"0.41";"3.84";"10.16";"0";"CHEMBL4035707";"Inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by bromine thymol blue indicator based assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033689";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.41"
"CHEMBL4097972";"";"None";"504.42";"2";"6.09";"8";"O=C(CSc1nnc(Nc2ccccc2)s1)N/N=C/c1ccc(-c2ccc(Cl)cc2Cl)o1";"IC50";"'='";"0.39";"nM";"9.41";"";"";"UO_0000065";"18.65";"0.40";"3.32";"10.18";"0";"CHEMBL4035707";"Inhibition of carbonic anhydrase-2 in human erythrocyte membranes assessed as reduction in H+ release using CO2 as substrate by bromine thymol blue indicator based assay";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033689";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.39"
